"TIME","GEO","UNIT","DURATION","PARTNER","SEX","Value","Flag and Footnotes"
"2013","Czechia","Number","1 night or over","Outbound","Females","310,746",""
"2013","Czechia","Percentage of total population","1 night or over","Domestic","Males","34.57",""
"2013","Czechia","Percentage of total population","1 night or over","Domestic","Females","35.9",""
"2013","Czechia","Percentage of total population","1 night or over","Outbound","Males","7.25",""
"2013","Czechia","Percentage of total population","1 night or over","Outbound","Females","6.78",""
"2013","Denmark","Number","1 night or over","Domestic","Males","508,442",""
"2013","Denmark","Number","1 night or over","Domestic","Females","488,208",""
"2013","Denmark","Number","1 night or over","Outbound","Males","1,016,252",""
"2013","Denmark","Number","1 night or over","Outbound","Females","1,013,688",""
"2013","Denmark","Percentage of total population","1 night or over","Domestic","Males","22.09",""
"2013","Denmark","Percentage of total population","1 night or over","Domestic","Females","20.62",""
"2013","Denmark","Percentage of total population","1 night or over","Outbound","Males","44.15",""
"2013","Denmark","Percentage of total population","1 night or over","Outbound","Females","42.81",""
"2013","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","Males","8,311,324",""
"2013","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","Females","8,176,592",""
"2013","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Outbound","Males","6,570,364",""
"2013","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Outbound","Females","5,330,100",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage of total population","1 night or over","Domestic","Males","24.08",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage of total population","1 night or over","Domestic","Females","22.7",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage of total population","1 night or over","Outbound","Males","19.04",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage of total population","1 night or over","Outbound","Females","14.8",""
"2013","Estonia","Number","1 night or over","Domestic","Males","105,344",""
"2013","Estonia","Number","1 night or over","Domestic","Females","125,469",""
"2013","Estonia","Number","1 night or over","Outbound","Males","82,090",""
"2013","Estonia","Number","1 night or over","Outbound","Females","94,188",""
"2013","Estonia","Percentage of total population","1 night or over","Domestic","Males","20.62",""
"2013","Estonia","Percentage of total population","1 night or over","Domestic","Females","20.2",""
"2013","Estonia","Percentage of total population","1 night or over","Outbound","Males","16.07",""
"2013","Estonia","Percentage of total population","1 night or over","Outbound","Females","15.17",""
"2013","Ireland","Number","1 night or over","Domestic","Males","340,519",""
"2013","Ireland","Number","1 night or over","Domestic","Females","410,594",""
"2013","Ireland","Number","1 night or over","Outbound","Males","162,481",""
"2013","Ireland","Number","1 night or over","Outbound","Females","159,953",""
"2013","Ireland","Percentage of total population","1 night or over","Domestic","Males","19.28",""
"2013","Ireland","Percentage of total population","1 night or over","Domestic","Females","22.43",""
"2013","Ireland","Percentage of total population","1 night or over","Outbound","Males","9.2",""
"2013","Ireland","Percentage of total population","1 night or over","Outbound","Females","8.74",""
"2013","Greece","Number","1 night or over","Domestic","Males","1,251,758",""
"2013","Greece","Number","1 night or over","Domestic","Females","1,338,710",""
"2013","Greece","Number","1 night or over","Outbound","Males","141,423",""
"2013","Greece","Number","1 night or over","Outbound","Females","150,750",""
"2013","Greece","Percentage of total population","1 night or over","Domestic","Males","27.65",""
"2013","Greece","Percentage of total population","1 night or over","Domestic","Females","27.66",""
"2013","Greece","Percentage of total population","1 night or over","Outbound","Males","3.12",""
"2013","Greece","Percentage of total population","1 night or over","Outbound","Females","3.12",""
"2013","Spain","Number","1 night or over","Domestic","Males","8,091,181",""
"2013","Spain","Number","1 night or over","Domestic","Females","8,616,244",""
"2013","Spain","Number","1 night or over","Outbound","Males","680,969",""
"2013","Spain","Number","1 night or over","Outbound","Females","737,439",""
"2013","Spain","Percentage of total population","1 night or over","Domestic","Males","42.77",""
"2013","Spain","Percentage of total population","1 night or over","Domestic","Females","43.21",""
"2013","Spain","Percentage of total population","1 night or over","Outbound","Males","3.6",""
"2013","Spain","Percentage of total population","1 night or over","Outbound","Females","3.7",""
"2013","France","Number","1 night or over","Domestic","Males","12,168,018",""
"2013","France","Number","1 night or over","Domestic","Females","13,499,923",""
"2013","France","Number","1 night or over","Outbound","Males","934,168",""
"2013","France","Number","1 night or over","Outbound","Females","1,080,988",""
"2013","France","Percentage of total population","1 night or over","Domestic","Males","49.84",""
"2013","France","Percentage of total population","1 night or over","Domestic","Females","50.27",""
"2013","France","Percentage of total population","1 night or over","Outbound","Males","3.83",""
"2013","France","Percentage of total population","1 night or over","Outbound","Females","4.03",""
"2013","Croatia","Number","1 night or over","Domestic","Males","504,665",""
"2013","Croatia","Number","1 night or over","Domestic","Females","397,930",""
"2013","Croatia","Number","1 night or over","Outbound","Males","84,426",""
"2013","Croatia","Number","1 night or over","Outbound","Females","76,289",""
"2013","Croatia","Percentage of total population","1 night or over","Domestic","Males","26.7",""
"2013","Croatia","Percentage of total population","1 night or over","Domestic","Females","22.84",""
"2013","Croatia","Percentage of total population","1 night or over","Outbound","Males","4.47",""
"2013","Croatia","Percentage of total population","1 night or over","Outbound","Females","4.38",""
"2013","Italy","Number","1 night or over","Domestic","Males","7,792,860",""
"2013","Italy","Number","1 night or over","Domestic","Females","8,150,673",""
"2013","Italy","Number","1 night or over","Outbound","Males","1,717,196",""
"2013","Italy","Number","1 night or over","Outbound","Females","1,969,161",""
"2013","Italy","Percentage of total population","1 night or over","Domestic","Males","31.36",""
"2013","Italy","Percentage of total population","1 night or over","Domestic","Females","30.17",""
"2013","Italy","Percentage of total population","1 night or over","Outbound","Males","6.91",""
"2013","Italy","Percentage of total population","1 night or over","Outbound","Females","7.29",""
"2013","Cyprus","Number","1 night or over","Domestic","Males","85,614","e"
"2013","Cyprus","Number","1 night or over","Domestic","Females","103,182","e"
"2013","Cyprus","Number","1 night or over","Outbound","Males","63,370","e"
"2013","Cyprus","Number","1 night or over","Outbound","Females","69,677","e"
"2013","Cyprus","Percentage of total population","1 night or over","Domestic","Males","24.81","e"
"2013","Cyprus","Percentage of total population","1 night or over","Domestic","Females","27.7","e"
"2013","Cyprus","Percentage of total population","1 night or over","Outbound","Males","18.37","e"
"2013","Cyprus","Percentage of total population","1 night or over","Outbound","Females","18.71","e"
"2013","Latvia","Number","1 night or over","Domestic","Males","210,375",""
"2013","Latvia","Number","1 night or over","Domestic","Females","214,337",""
"2013","Latvia","Number","1 night or over","Outbound","Males","75,049",""
"2013","Latvia","Number","1 night or over","Outbound","Females","97,277",""
"2013","Latvia","Percentage of total population","1 night or over","Domestic","Males","27.82",""
"2013","Latvia","Percentage of total population","1 night or over","Domestic","Females","22.84",""
"2013","Latvia","Percentage of total population","1 night or over","Outbound","Males","9.92",""
"2013","Latvia","Percentage of total population","1 night or over","Outbound","Females","10.37",""
"2013","Lithuania","Number","1 night or over","Domestic","Males","335,562",""
"2013","Lithuania","Number","1 night or over","Domestic","Females","348,771",""
"2013","Lithuania","Number","1 night or over","Outbound","Males","342,635",""
"2013","Lithuania","Number","1 night or over","Outbound","Females","361,935",""
"2013","Lithuania","Percentage of total population","1 night or over","Domestic","Males","29.31",""
"2013","Lithuania","Percentage of total population","1 night or over","Domestic","Females","25.08",""
"2013","Lithuania","Percentage of total population","1 night or over","Outbound","Males","29.93",""
"2013","Lithuania","Percentage of total population","1 night or over","Outbound","Females","26.03",""
"2013","Luxembourg","Number","1 night or over","Domestic","Males","2,284",""
"2013","Luxembourg","Number","1 night or over","Domestic","Females","1,766",""
"2013","Luxembourg","Number","1 night or over","Outbound","Males","167,515",""
"2013","Luxembourg","Number","1 night or over","Outbound","Females","159,745",""
"2013","Luxembourg","Percentage of total population","1 night or over","Domestic","Males","1",""
"2013","Luxembourg","Percentage of total population","1 night or over","Domestic","Females","0.77",""
"2013","Luxembourg","Percentage of total population","1 night or over","Outbound","Males","73.59",""
"2013","Luxembourg","Percentage of total population","1 night or over","Outbound","Females","69.6",""
"2013","Hungary","Number","1 night or over","Domestic","Males","1,330,596",""
"2013","Hungary","Number","1 night or over","Domestic","Females","1,520,928",""
"2013","Hungary","Number","1 night or over","Outbound","Males","231,766",""
"2013","Hungary","Number","1 night or over","Outbound","Females","242,302",""
"2013","Hungary","Percentage of total population","1 night or over","Domestic","Males","34.06",""
"2013","Hungary","Percentage of total population","1 night or over","Domestic","Females","34.18",""
"2013","Hungary","Percentage of total population","1 night or over","Outbound","Males","5.93",""
"2013","Hungary","Percentage of total population","1 night or over","Outbound","Females","5.45",""
"2013","Malta","Number","1 night or over","Domestic","Males","24,752",""
"2013","Malta","Number","1 night or over","Domestic","Females","29,062",""
"2013","Malta","Number","1 night or over","Outbound","Males","34,370",""
"2013","Malta","Number","1 night or over","Outbound","Females","35,482",""
"2013","Malta","Percentage of total population","1 night or over","Domestic","Males","13.82",""
"2013","Malta","Percentage of total population","1 night or over","Domestic","Females","15.94",""
"2013","Malta","Percentage of total population","1 night or over","Outbound","Males","19.19",""
"2013","Malta","Percentage of total population","1 night or over","Outbound","Females","19.47",""
"2013","Netherlands","Number","1 night or over","Domestic","Males","1,640,557",""
"2013","Netherlands","Number","1 night or over","Domestic","Females","1,622,031",""
"2013","Netherlands","Number","1 night or over","Outbound","Males","1,506,231",""
"2013","Netherlands","Number","1 night or over","Outbound","Females","1,457,911",""
"2013","Netherlands","Percentage of total population","1 night or over","Domestic","Males","24.18",""
"2013","Netherlands","Percentage of total population","1 night or over","Domestic","Females","23.29",""
"2013","Netherlands","Percentage of total population","1 night or over","Outbound","Males","22.2",""
"2013","Netherlands","Percentage of total population","1 night or over","Outbound","Females","20.93",""
"2013","Austria","Number","1 night or over","Domestic","Males","659,147",""
"2013","Austria","Number","1 night or over","Domestic","Females","668,575",""
"2013","Austria","Number","1 night or over","Outbound","Males","764,995",""
"2013","Austria","Number","1 night or over","Outbound","Females","772,313",""
"2013","Austria","Percentage of total population","1 night or over","Domestic","Males","18.96",""
"2013","Austria","Percentage of total population","1 night or over","Domestic","Females","18.18",""
"2013","Austria","Percentage of total population","1 night or over","Outbound","Males","22.01",""
"2013","Austria","Percentage of total population","1 night or over","Outbound","Females","21",""
"2013","Poland","Number","1 night or over","Domestic","Males","6,320,000",""
"2013","Poland","Number","1 night or over","Domestic","Females","5,980,000",""
"2013","Poland","Number","1 night or over","Outbound","Males","1,450,000",""
"2013","Poland","Number","1 night or over","Outbound","Females","1,400,000",""
"2013","Poland","Percentage of total population","1 night or over","Domestic","Males","40.33",""
"2013","Poland","Percentage of total population","1 night or over","Domestic","Females","35.07",""
"2013","Poland","Percentage of total population","1 night or over","Outbound","Males","9.25",""
"2013","Poland","Percentage of total population","1 night or over","Outbound","Females","8.21",""
"2013","Portugal","Number","1 night or over","Domestic","Males","1,210,880",""
"2013","Portugal","Number","1 night or over","Domestic","Females","1,400,287",""
"2013","Portugal","Number","1 night or over","Outbound","Males","162,449",""
"2013","Portugal","Number","1 night or over","Outbound","Females","153,291",""
"2013","Portugal","Percentage of total population","1 night or over","Domestic","Males","28.28",""
"2013","Portugal","Percentage of total population","1 night or over","Domestic","Females","29.84",""
"2013","Portugal","Percentage of total population","1 night or over","Outbound","Males","3.79",""
"2013","Portugal","Percentage of total population","1 night or over","Outbound","Females","3.27",""
"2013","Romania","Number","1 night or over","Domestic","Males","2,015,248",""
