"TIME","GEO","UNIT","DURATION","PARTNER","SEX","Value","Flag and Footnotes"
"2012","Latvia","Percentage of total population","1 night or over","All countries of the world","Females","58.67",""
"2012","Lithuania","Number","1 night or over","Domestic country","Males","302,081",""
"2012","Lithuania","Number","1 night or over","Domestic country","Females","340,941",""
"2012","Lithuania","Number","1 night or over","All countries of the world","Males","627,159",""
"2012","Lithuania","Number","1 night or over","All countries of the world","Females","702,355",""
"2012","Lithuania","Percentage of total population","1 night or over","Domestic country","Males","26.14",""
"2012","Lithuania","Percentage of total population","1 night or over","Domestic country","Females","24.28",""
"2012","Lithuania","Percentage of total population","1 night or over","All countries of the world","Males","54.28",""
"2012","Lithuania","Percentage of total population","1 night or over","All countries of the world","Females","50.02",""
"2012","Luxembourg","Number","1 night or over","Domestic country","Males","952",""
"2012","Luxembourg","Number","1 night or over","Domestic country","Females","1,688",""
"2012","Luxembourg","Number","1 night or over","All countries of the world","Males","171,847",""
"2012","Luxembourg","Number","1 night or over","All countries of the world","Females","169,919",""
"2012","Luxembourg","Percentage of total population","1 night or over","Domestic country","Males","0.46",""
"2012","Luxembourg","Percentage of total population","1 night or over","Domestic country","Females","0.79",""
"2012","Luxembourg","Percentage of total population","1 night or over","All countries of the world","Males","82.48",""
"2012","Luxembourg","Percentage of total population","1 night or over","All countries of the world","Females","79.61",""
"2012","Hungary","Number","1 night or over","Domestic country","Males","1,278,473",""
"2012","Hungary","Number","1 night or over","Domestic country","Females","1,475,959",""
"2012","Hungary","Number","1 night or over","All countries of the world","Males","2,061,944",""
"2012","Hungary","Number","1 night or over","All countries of the world","Females","2,292,984",""
"2012","Hungary","Percentage of total population","1 night or over","Domestic country","Males","32.66",""
"2012","Hungary","Percentage of total population","1 night or over","Domestic country","Females","33.09",""
"2012","Hungary","Percentage of total population","1 night or over","All countries of the world","Males","52.68",""
"2012","Hungary","Percentage of total population","1 night or over","All countries of the world","Females","51.4",""
"2012","Malta","Number","1 night or over","Domestic country","Males","37,253",""
"2012","Malta","Number","1 night or over","Domestic country","Females","38,321",""
"2012","Malta","Number","1 night or over","All countries of the world","Males","91,206",""
"2012","Malta","Number","1 night or over","All countries of the world","Females","84,200",""
"2012","Malta","Percentage of total population","1 night or over","Domestic country","Males","20.87",""
"2012","Malta","Percentage of total population","1 night or over","Domestic country","Females","21.07",""
"2012","Malta","Percentage of total population","1 night or over","All countries of the world","Males","51.1",""
"2012","Malta","Percentage of total population","1 night or over","All countries of the world","Females","46.29",""
"2012","Netherlands","Number","1 night or over","Domestic country","Males","1,569,244",""
"2012","Netherlands","Number","1 night or over","Domestic country","Females","1,630,619",""
"2012","Netherlands","Number","1 night or over","All countries of the world","Males","5,690,439",""
"2012","Netherlands","Number","1 night or over","All countries of the world","Females","5,940,201",""
"2012","Netherlands","Percentage of total population","1 night or over","Domestic country","Males","23.42",""
"2012","Netherlands","Percentage of total population","1 night or over","Domestic country","Females","23.47",""
"2012","Netherlands","Percentage of total population","1 night or over","All countries of the world","Males","84.94",""
"2012","Netherlands","Percentage of total population","1 night or over","All countries of the world","Females","85.5",""
"2012","Austria","Number","1 night or over","Domestic country","Males","656,048",""
"2012","Austria","Number","1 night or over","Domestic country","Females","699,049",""
"2012","Austria","Number","1 night or over","All countries of the world","Males","2,668,200",""
"2012","Austria","Number","1 night or over","All countries of the world","Females","2,769,725",""
"2012","Austria","Percentage of total population","1 night or over","Domestic country","Males","18.93",""
"2012","Austria","Percentage of total population","1 night or over","Domestic country","Females","19.05",""
"2012","Austria","Percentage of total population","1 night or over","All countries of the world","Males","76.99",""
"2012","Austria","Percentage of total population","1 night or over","All countries of the world","Females","75.47",""
"2012","Poland","Number","1 night or over","Domestic country","Males","5,050,000",""
"2012","Poland","Number","1 night or over","Domestic country","Females","6,270,000",""
"2012","Poland","Number","1 night or over","All countries of the world","Males","7,320,000",""
"2012","Poland","Number","1 night or over","All countries of the world","Females","8,340,000",""
"2012","Poland","Percentage of total population","1 night or over","Domestic country","Males","32.22",""
"2012","Poland","Percentage of total population","1 night or over","Domestic country","Females","36.75",""
"2012","Poland","Percentage of total population","1 night or over","All countries of the world","Males","46.7",""
"2012","Poland","Percentage of total population","1 night or over","All countries of the world","Females","48.88",""
"2012","Portugal","Number","1 night or over","Domestic country","Males","1,223,387",""
"2012","Portugal","Number","1 night or over","Domestic country","Females","1,330,559",""
"2012","Portugal","Number","1 night or over","All countries of the world","Males","1,587,231",""
"2012","Portugal","Number","1 night or over","All countries of the world","Females","1,712,262",""
"2012","Portugal","Percentage of total population","1 night or over","Domestic country","Males","28.36",""
"2012","Portugal","Percentage of total population","1 night or over","Domestic country","Females","28.33",""
"2012","Portugal","Percentage of total population","1 night or over","All countries of the world","Males","36.79",""
"2012","Portugal","Percentage of total population","1 night or over","All countries of the world","Females","36.45",""
"2012","Romania","Number","1 night or over","Domestic country","Males","1,848,399",""
"2012","Romania","Number","1 night or over","Domestic country","Females","1,834,395",""
"2012","Romania","Number","1 night or over","All countries of the world","Males","1,940,094",""
"2012","Romania","Number","1 night or over","All countries of the world","Females","1,934,707",""
"2012","Romania","Percentage of total population","1 night or over","Domestic country","Males","21.36",""
"2012","Romania","Percentage of total population","1 night or over","Domestic country","Females","19.58",""
"2012","Romania","Percentage of total population","1 night or over","All countries of the world","Males","22.42",""
"2012","Romania","Percentage of total population","1 night or over","All countries of the world","Females","20.65",""
"2012","Slovenia","Number","1 night or over","Domestic country","Males","127,984",""
"2012","Slovenia","Number","1 night or over","Domestic country","Females","116,192",""
"2012","Slovenia","Number","1 night or over","All countries of the world","Males","571,209",""
"2012","Slovenia","Number","1 night or over","All countries of the world","Females","549,046",""
"2012","Slovenia","Percentage of total population","1 night or over","Domestic country","Males","14.78",""
"2012","Slovenia","Percentage of total population","1 night or over","Domestic country","Females","12.98",""
"2012","Slovenia","Percentage of total population","1 night or over","All countries of the world","Males","65.98",""
"2012","Slovenia","Percentage of total population","1 night or over","All countries of the world","Females","61.31",""
"2012","Slovakia","Number","1 night or over","Domestic country","Males","460,612",""
"2012","Slovakia","Number","1 night or over","Domestic country","Females","532,396",""
"2012","Slovakia","Number","1 night or over","All countries of the world","Males","1,172,468",""
"2012","Slovakia","Number","1 night or over","All countries of the world","Females","1,316,035",""
"2012","Slovakia","Percentage of total population","1 night or over","Domestic country","Males","20.89",""
"2012","Slovakia","Percentage of total population","1 night or over","Domestic country","Females","22.49",""
"2012","Slovakia","Percentage of total population","1 night or over","All countries of the world","Males","53.18",""
"2012","Slovakia","Percentage of total population","1 night or over","All countries of the world","Females","55.6",""
"2012","Finland","Number","1 night or over","Domestic country","Males","716,719",""
"2012","Finland","Number","1 night or over","Domestic country","Females","771,796",""
"2012","Finland","Number","1 night or over","All countries of the world","Males","2,015,086",""
"2012","Finland","Number","1 night or over","All countries of the world","Females","2,046,650",""
"2012","Finland","Percentage of total population","1 night or over","Domestic country","Males","32.93",""
"2012","Finland","Percentage of total population","1 night or over","Domestic country","Females","34.54",""
"2012","Finland","Percentage of total population","1 night or over","All countries of the world","Males","92.58",""
"2012","Finland","Percentage of total population","1 night or over","All countries of the world","Females","91.59",""
"2012","Sweden","Number","1 night or over","Domestic country","Males",":","u"
"2012","Sweden","Number","1 night or over","Domestic country","Females",":","u"
"2012","Sweden","Number","1 night or over","All countries of the world","Males",":","u"
"2012","Sweden","Number","1 night or over","All countries of the world","Females",":","u"
"2012","Sweden","Percentage of total population","1 night or over","Domestic country","Males",":",""
"2012","Sweden","Percentage of total population","1 night or over","Domestic country","Females",":",""
"2012","Sweden","Percentage of total population","1 night or over","All countries of the world","Males",":",""
"2012","Sweden","Percentage of total population","1 night or over","All countries of the world","Females",":",""
"2013","Belgium","Number","1 night or over","Domestic country","Males","228,518",""
"2013","Belgium","Number","1 night or over","Domestic country","Females","261,421",""
"2013","Belgium","Number","1 night or over","All countries of the world","Males","2,708,358",""
"2013","Belgium","Number","1 night or over","All countries of the world","Females","3,000,401",""
"2013","Belgium","Percentage of total population","1 night or over","Domestic country","Males","5.01",""
"2013","Belgium","Percentage of total population","1 night or over","Domestic country","Females","5.56",""
"2013","Belgium","Percentage of total population","1 night or over","All countries of the world","Males","59.32",""
"2013","Belgium","Percentage of total population","1 night or over","All countries of the world","Females","63.77",""
"2013","Bulgaria","Number","1 night or over","Domestic country","Males","603,988",""
"2013","Bulgaria","Number","1 night or over","Domestic country","Females","592,943",""
"2013","Bulgaria","Number","1 night or over","All countries of the world","Males","701,532",""
"2013","Bulgaria","Number","1 night or over","All countries of the world","Females","696,761",""
"2013","Bulgaria","Percentage of total population","1 night or over","Domestic country","Males","19.69",""
"2013","Bulgaria","Percentage of total population","1 night or over","Domestic country","Females","18.03",""
"2013","Bulgaria","Percentage of total population","1 night or over","All countries of the world","Males","22.87",""
"2013","Bulgaria","Percentage of total population","1 night or over","All countries of the world","Females","21.18",""
"2013","Czechia","Number","1 night or over","Domestic country","Males","1,506,727",""
"2013","Czechia","Number","1 night or over","Domestic country","Females","1,646,021",""
"2013","Czechia","Number","1 night or over","All countries of the world","Males","3,235,667",""
"2013","Czechia","Number","1 night or over","All countries of the world","Females","3,345,297",""
"2013","Czechia","Percentage of total population","1 night or over","Domestic country","Males","34.57",""
"2013","Czechia","Percentage of total population","1 night or over","Domestic country","Females","35.9",""
"2013","Czechia","Percentage of total population","1 night or over","All countries of the world","Males","74.25",""
"2013","Czechia","Percentage of total population","1 night or over","All countries of the world","Females","72.96",""
"2013","Denmark","Number","1 night or over","Domestic country","Males","508,442",""
"2013","Denmark","Number","1 night or over","Domestic country","Females","488,208",""
"2013","Denmark","Number","1 night or over","All countries of the world","Males","1,905,729",""
"2013","Denmark","Number","1 night or over","All countries of the world","Females","1,931,873",""
"2013","Denmark","Percentage of total population","1 night or over","Domestic country","Males","22.09",""
"2013","Denmark","Percentage of total population","1 night or over","Domestic country","Females","20.62",""
"2013","Denmark","Percentage of total population","1 night or over","All countries of the world","Males","82.8",""
"2013","Denmark","Percentage of total population","1 night or over","All countries of the world","Females","81.58",""
"2013","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic country","Males","8,311,324",""
"2013","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic country","Females","8,176,592",""
"2013","Germany (until 1990 former territory of the FRG)","Number","1 night or over","All countries of the world","Males","27,463,811",""
"2013","Germany (until 1990 former territory of the FRG)","Number","1 night or over","All countries of the world","Females","27,396,778",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage of total population","1 night or over","Domestic country","Males","24.08",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage of total population","1 night or over","Domestic country","Females","22.7",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage of total population","1 night or over","All countries of the world","Males","79.58",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage of total population","1 night or over","All countries of the world","Females","76.07",""
"2013","Estonia","Number","1 night or over","Domestic country","Males","105,344",""
"2013","Estonia","Number","1 night or over","Domestic country","Females","125,469",""
"2013","Estonia","Number","1 night or over","All countries of the world","Males","318,779",""
"2013","Estonia","Number","1 night or over","All countries of the world","Females","381,183",""
"2013","Estonia","Percentage of total population","1 night or over","Domestic country","Males","20.62",""
"2013","Estonia","Percentage of total population","1 night or over","Domestic country","Females","20.2",""
"2013","Estonia","Percentage of total population","1 night or over","All countries of the world","Males","62.39",""
"2013","Estonia","Percentage of total population","1 night or over","All countries of the world","Females","61.38",""
"2013","Ireland","Number","1 night or over","Domestic country","Males","340,519",""
"2013","Ireland","Number","1 night or over","Domestic country","Females","410,594",""
"2013","Ireland","Number","1 night or over","All countries of the world","Males","1,190,073",""
"2013","Ireland","Number","1 night or over","All countries of the world","Females","1,343,931",""
"2013","Ireland","Percentage of total population","1 night or over","Domestic country","Males","19.28",""
"2013","Ireland","Percentage of total population","1 night or over","Domestic country","Females","22.43",""
"2013","Ireland","Percentage of total population","1 night or over","All countries of the world","Males","67.37",""
"2013","Ireland","Percentage of total population","1 night or over","All countries of the world","Females","73.4",""
"2013","Greece","Number","1 night or over","Domestic country","Males","1,251,758",""
"2013","Greece","Number","1 night or over","Domestic country","Females","1,338,710",""
"2013","Greece","Number","1 night or over","All countries of the world","Males","1,468,616",""
"2013","Greece","Number","1 night or over","All countries of the world","Females","1,582,342",""
"2013","Greece","Percentage of total population","1 night or over","Domestic country","Males","27.65",""
"2013","Greece","Percentage of total population","1 night or over","Domestic country","Females","27.66",""
"2013","Greece","Percentage of total population","1 night or over","All countries of the world","Males","32.44",""
"2013","Greece","Percentage of total population","1 night or over","All countries of the world","Females","32.7",""
"2013","Spain","Number","1 night or over","Domestic country","Males","8,091,181",""
"2013","Spain","Number","1 night or over","Domestic country","Females","8,616,244",""
"2013","Spain","Number","1 night or over","All countries of the world","Males","10,163,854",""
"2013","Spain","Number","1 night or over","All countries of the world","Females","10,950,864",""
"2013","Spain","Percentage of total population","1 night or over","Domestic country","Males","42.77",""
"2013","Spain","Percentage of total population","1 night or over","Domestic country","Females","43.21",""
"2013","Spain","Percentage of total population","1 night or over","All countries of the world","Males","53.73",""
"2013","Spain","Percentage of total population","1 night or over","All countries of the world","Females","54.92",""
"2013","France","Number","1 night or over","Domestic country","Males","12,168,018",""
"2013","France","Number","1 night or over","Domestic country","Females","13,499,923",""
"2013","France","Number","1 night or over","All countries of the world","Males","18,191,879",""
"2013","France","Number","1 night or over","All countries of the world","Females","20,288,320",""
"2013","France","Percentage of total population","1 night or over","Domestic country","Males","49.84",""
"2013","France","Percentage of total population","1 night or over","Domestic country","Females","50.27",""
"2013","France","Percentage of total population","1 night or over","All countries of the world","Males","74.51",""
"2013","France","Percentage of total population","1 night or over","All countries of the world","Females","75.55",""
"2013","Croatia","Number","1 night or over","Domestic country","Males","504,665",""
"2013","Croatia","Number","1 night or over","Domestic country","Females","397,930",""
"2013","Croatia","Number","1 night or over","All countries of the world","Males","952,490",""
"2013","Croatia","Number","1 night or over","All countries of the world","Females","758,031",""
"2013","Croatia","Percentage of total population","1 night or over","Domestic country","Males","26.7",""
"2013","Croatia","Percentage of total population","1 night or over","Domestic country","Females","22.84",""
"2013","Croatia","Percentage of total population","1 night or over","All countries of the world","Males","50.4",""
"2013","Croatia","Percentage of total population","1 night or over","All countries of the world","Females","43.5",""
"2013","Italy","Number","1 night or over","Domestic country","Males","7,792,860",""
"2013","Italy","Number","1 night or over","Domestic country","Females","8,150,673",""
"2013","Italy","Number","1 night or over","All countries of the world","Males","10,381,886",""
"2013","Italy","Number","1 night or over","All countries of the world","Females","11,266,909",""
"2013","Italy","Percentage of total population","1 night or over","Domestic country","Males","31.36",""
"2013","Italy","Percentage of total population","1 night or over","Domestic country","Females","30.17",""
"2013","Italy","Percentage of total population","1 night or over","All countries of the world","Males","41.77",""
"2013","Italy","Percentage of total population","1 night or over","All countries of the world","Females","41.7",""
"2013","Cyprus","Number","1 night or over","Domestic country","Males","85,614","e"
"2013","Cyprus","Number","1 night or over","Domestic country","Females","103,182","e"
"2013","Cyprus","Number","1 night or over","All countries of the world","Males","176,412","e"
"2013","Cyprus","Number","1 night or over","All countries of the world","Females","196,994","e"
"2013","Cyprus","Percentage of total population","1 night or over","Domestic country","Males","24.81","e"
"2013","Cyprus","Percentage of total population","1 night or over","Domestic country","Females","27.7","e"
"2013","Cyprus","Percentage of total population","1 night or over","All countries of the world","Males","51.13","e"
"2013","Cyprus","Percentage of total population","1 night or over","All countries of the world","Females","52.89","e"
"2013","Latvia","Number","1 night or over","Domestic country","Males","210,375",""
"2013","Latvia","Number","1 night or over","Domestic country","Females","214,337",""
"2013","Latvia","Number","1 night or over","All countries of the world","Males","419,176",""
"2013","Latvia","Number","1 night or over","All countries of the world","Females","469,970",""
"2013","Latvia","Percentage of total population","1 night or over","Domestic country","Males","27.82",""
"2013","Latvia","Percentage of total population","1 night or over","Domestic country","Females","22.84",""
"2013","Latvia","Percentage of total population","1 night or over","All countries of the world","Males","55.42",""
"2013","Latvia","Percentage of total population","1 night or over","All countries of the world","Females","50.09",""
"2013","Lithuania","Number","1 night or over","Domestic country","Males","335,562",""
"2013","Lithuania","Number","1 night or over","Domestic country","Females","348,771",""
"2013","Lithuania","Number","1 night or over","All countries of the world","Males","696,932",""
"2013","Lithuania","Number","1 night or over","All countries of the world","Females","729,124",""
"2013","Lithuania","Percentage of total population","1 night or over","Domestic country","Males","29.31",""
"2013","Lithuania","Percentage of total population","1 night or over","Domestic country","Females","25.08",""
"2013","Lithuania","Percentage of total population","1 night or over","All countries of the world","Males","60.88",""
"2013","Lithuania","Percentage of total population","1 night or over","All countries of the world","Females","52.44",""
"2013","Luxembourg","Number","1 night or over","Domestic country","Males","2,284",""
"2013","Luxembourg","Number","1 night or over","Domestic country","Females","1,766",""
"2013","Luxembourg","Number","1 night or over","All countries of the world","Males","195,089",""
"2013","Luxembourg","Number","1 night or over","All countries of the world","Females","183,330",""
"2013","Luxembourg","Percentage of total population","1 night or over","Domestic country","Males","1",""
"2013","Luxembourg","Percentage of total population","1 night or over","Domestic country","Females","0.77",""
"2013","Luxembourg","Percentage of total population","1 night or over","All countries of the world","Males","85.71",""
"2013","Luxembourg","Percentage of total population","1 night or over","All countries of the world","Females","79.88",""
"2013","Hungary","Number","1 night or over","Domestic country","Males","1,330,596",""
"2013","Hungary","Number","1 night or over","Domestic country","Females","1,520,928",""
"2013","Hungary","Number","1 night or over","All countries of the world","Males","2,032,307",""
"2013","Hungary","Number","1 night or over","All countries of the world","Females","2,285,859",""
"2013","Hungary","Percentage of total population","1 night or over","Domestic country","Males","34.06",""
"2013","Hungary","Percentage of total population","1 night or over","Domestic country","Females","34.18",""
"2013","Hungary","Percentage of total population","1 night or over","All countries of the world","Males","52.02",""
"2013","Hungary","Percentage of total population","1 night or over","All countries of the world","Females","51.38",""
"2013","Malta","Number","1 night or over","Domestic country","Males","24,752",""
"2013","Malta","Number","1 night or over","Domestic country","Females","29,062",""
"2013","Malta","Number","1 night or over","All countries of the world","Males","87,741",""
"2013","Malta","Number","1 night or over","All countries of the world","Females","94,327",""
"2013","Malta","Percentage of total population","1 night or over","Domestic country","Males","13.82",""
"2013","Malta","Percentage of total population","1 night or over","Domestic country","Females","15.94",""
"2013","Malta","Percentage of total population","1 night or over","All countries of the world","Males","48.99",""
"2013","Malta","Percentage of total population","1 night or over","All countries of the world","Females","51.75",""
"2013","Netherlands","Number","1 night or over","Domestic country","Males","1,640,557",""
"2013","Netherlands","Number","1 night or over","Domestic country","Females","1,622,031",""
"2013","Netherlands","Number","1 night or over","All countries of the world","Males","5,734,323",""
"2013","Netherlands","Number","1 night or over","All countries of the world","Females","5,870,223",""
"2013","Netherlands","Percentage of total population","1 night or over","Domestic country","Males","24.18",""
"2013","Netherlands","Percentage of total population","1 night or over","Domestic country","Females","23.29",""
"2013","Netherlands","Percentage of total population","1 night or over","All countries of the world","Males","84.51",""
"2013","Netherlands","Percentage of total population","1 night or over","All countries of the world","Females","84.27",""
"2013","Austria","Number","1 night or over","Domestic country","Males","659,147",""
"2013","Austria","Number","1 night or over","Domestic country","Females","668,575",""
"2013","Austria","Number","1 night or over","All countries of the world","Males","2,630,311",""
"2013","Austria","Number","1 night or over","All countries of the world","Females","2,837,333",""
"2013","Austria","Percentage of total population","1 night or over","Domestic country","Males","18.96",""
"2013","Austria","Percentage of total population","1 night or over","Domestic country","Females","18.18",""
"2013","Austria","Percentage of total population","1 night or over","All countries of the world","Males","75.67",""
